prc_player_id,source_system,source_player_id,source_display_name,source_position,source_team,mapping_method,mapping_status,first_seen_date
PRC-b5bbb1ff-41a5-4bf1-aef1-459f497cf35c,fantasycalc,9831,Chris Rodriguez,RB,JAX,approved_suffix_variant,approved,2026-07-18
PRC-3049022c-8c89-49d3-81d5-ebe6802b7d6c,fantasycalc,9833,Bijan Robinson,RB,ATL,exact_normalized_alias,approved,2026-07-18
PRC-38cd64e1-2251-4103-af82-ea160c59f5f9,fantasycalc,9838,C.J. Stroud,QB,HOU,exact_normalized_alias,approved,2026-07-18
PRC-f0b4abe0-fc99-4122-b58a-be87cdc17826,fantasycalc,9843,Sam LaPorta,TE,DET,exact_normalized_alias,approved,2026-07-18
PRC-b09f34ab-1104-4dda-961c-399fbba986d1,fantasycalc,9847,Jordan Addison,WR,MIN,exact_normalized_alias,approved,2026-07-18
PRC-2ff32806-dffe-4723-9fc5-84752111db0c,fantasycalc,9863,Jayden Reed,WR,GB,exact_normalized_alias,approved,2026-07-18
PRC-fab0cefa-6c31-4fc7-9ddf-f5de37bf6a11,fantasycalc,9879,Quentin Johnston,WR,LAC,exact_normalized_alias,approved,2026-07-18
PRC-2518283b-e4d6-4bb3-b4ac-5b61877d1cb8,fantasycalc,9894,Parker Washington,WR,JAX,exact_normalized_alias,approved,2026-07-18
PRC-c72f20d1-7503-45fd-b879-c465fc8307d7,fantasycalc,9921,Zach Charbonnet,RB,SEA,exact_normalized_alias,approved,2026-07-18
PRC-a37836d6-2727-4b87-a496-5e72038b7390,fantasycalc,9924,Jaxon Smith-Njigba,WR,SEA,exact_normalized_alias,approved,2026-07-18
PRC-d8070058-3007-42e3-9f9d-22b9920d210a,fantasycalc,9925,Tank Bigsby,RB,PHI,exact_normalized_alias,approved,2026-07-18
PRC-b22b3c04-62e6-4896-9616-a82345bedf2e,fantasycalc,9929,Rashee Rice,WR,KC,exact_normalized_alias,approved,2026-07-18
PRC-0225330b-67f5-4e53-b16e-76bc216256fc,fantasycalc,9930,Zay Flowers,WR,BAL,exact_normalized_alias,approved,2026-07-18
PRC-8053989d-aa5c-4b28-8d27-139599e85e3f,fantasycalc,9936,Josh Downs,WR,IND,exact_normalized_alias,approved,2026-07-18
PRC-5c454ee0-80e3-4cf7-a792-fc0929555e87,fantasycalc,9944,Bryce Young,QB,CAR,exact_normalized_alias,approved,2026-07-18
PRC-be3b11fa-4908-4492-959d-382c8bacdb34,fantasycalc,9948,Brenton Strange,TE,JAX,exact_normalized_alias,approved,2026-07-18
PRC-be88017b-cc4a-4b37-925d-755cd86b7f6f,fantasycalc,9950,Tank Dell,WR,HOU,exact_normalized_alias,approved,2026-07-18
PRC-ea05293f-2fc2-4cdc-a1b4-554fed131ce7,fantasycalc,9952,Michael Wilson,WR,ARI,exact_normalized_alias,approved,2026-07-18
PRC-a81db1b2-bfa5-4772-a1b2-3f2c2110fe98,fantasycalc,9967,Chase Brown,RB,CIN,exact_normalized_alias,approved,2026-07-18
PRC-f3788fd3-0e00-4121-bf5a-ae24a130be72,fantasycalc,9969,De'Von Achane,RB,MIA,exact_normalized_alias,approved,2026-07-18
PRC-5397d0bc-c069-44d5-afee-2574e9a3c596,fantasycalc,998,Drake London,WR,ATL,exact_normalized_alias,approved,2026-07-18
PRC-ca7121d8-cbb8-4594-b4f6-e05f1ebc3dbe,fantasycalc,9982,Keaton Mitchell,RB,LAC,exact_normalized_alias,approved,2026-07-18
PRC-14b600dd-b986-4d2a-a071-eb215a298eeb,ffpc,14038,Mike Evans,WR,SF,fantasycalc_cross_id,approved,2026-07-18
PRC-96570418-6161-4ea6-832f-920282aada04,ffpc,14287,Davante Adams,WR,LAR,fantasycalc_cross_id,approved,2026-07-18
PRC-64da5b19-d672-41f0-a912-1cc3b9b418fa,ffpc,14618,Travis Kelce,TE,KC,fantasycalc_cross_id,approved,2026-07-18
PRC-69313218-0153-4590-a8f0-4b1b26f51bc2,ffpc,24567,Stefon Diggs,WR,,fantasycalc_cross_id,approved,2026-07-18
PRC-99b81942-93ea-46fa-a60d-7a45786c6b0a,ffpc,26588,Jared Goff,QB,DET,fantasycalc_cross_id,approved,2026-07-18
PRC-7410d21c-704a-41b8-9ddf-2eefd373dacf,ffpc,26593,Dak Prescott,QB,DAL,fantasycalc_cross_id,approved,2026-07-18
PRC-09a316ba-a285-4388-ab90-95f30fbed7c6,ffpc,26606,Derrick Henry,RB,BAL,fantasycalc_cross_id,approved,2026-07-18
PRC-8abdb6a5-3f20-4700-bb78-de9fad110fa9,ffpc,26672,Hunter Henry,TE,NE,fantasycalc_cross_id,approved,2026-07-18
PRC-15d62b13-fecd-40fa-b084-3cbaaa0149b5,ffpc,26746,Tyreek Hill,WR,,fantasycalc_cross_id,approved,2026-07-18
PRC-ddb78331-86ed-465f-8ac0-efa71a8826ea,ffpc,26890,Patrick Mahomes,QB,KC,fantasycalc_cross_id,approved,2026-07-18
PRC-93859a34-a0b3-4d48-aac0-f3da9b399f22,ffpc,26905,Christian McCaffrey,RB,SF,fantasycalc_cross_id,approved,2026-07-18
PRC-7126c65b-05a8-4c39-94be-15d37ecc22df,ffpc,26906,Alvin Kamara,RB,NO,fantasycalc_cross_id,approved,2026-07-18
PRC-e9c3d931-1431-48c4-a43f-61ab1eb3b1a4,ffpc,26916,James Conner,RB,ARI,fantasycalc_cross_id,approved,2026-07-18
PRC-58c518fc-f8e1-4150-86ad-f61f6ed070d2,ffpc,26930,Aaron Jones,RB,MIN,fantasycalc_cross_id,approved,2026-07-18
PRC-d4fa73a7-26d4-4256-8991-3f9faa5cb975,ffpc,26943,Chris Godwin,WR,TB,fantasycalc_cross_id,approved,2026-07-18
PRC-6605ab5e-ff95-4bc3-b11c-450d48b42629,ffpc,26973,David Njoku,TE,LAC,fantasycalc_cross_id,approved,2026-07-18
PRC-7b412bf0-4677-4ea4-b153-02f439a8ebad,ffpc,26990,George Kittle,TE,SF,fantasycalc_cross_id,approved,2026-07-18
PRC-1008bf70-629f-4f76-9309-d8dcee430b4c,ffpc,27204,Lamar Jackson,QB,BAL,fantasycalc_cross_id,approved,2026-07-18
PRC-d1aa6ece-c290-4a5b-ac91-b600d737816c,ffpc,27206,Sam Darnold,QB,SEA,fantasycalc_cross_id,approved,2026-07-18
PRC-ef50d2a7-d93c-44a5-a8d5-e3b166db2d05,ffpc,27207,Baker Mayfield,QB,TB,fantasycalc_cross_id,approved,2026-07-18
PRC-97154f10-80a3-4e06-823e-d6bdb1ac00e6,ffpc,27208,Josh Allen,QB,BUF,fantasycalc_cross_id,approved,2026-07-18
PRC-1fa7c902-7968-44be-9da8-5badbc814950,ffpc,27227,Saquon Barkley,RB,PHI,fantasycalc_cross_id,approved,2026-07-18
PRC-2d741eee-e874-4e7d-8079-5fd17d7fcae6,ffpc,27258,Courtland Sutton,WR,DEN,fantasycalc_cross_id,approved,2026-07-18
PRC-0c19194d-1b41-442f-ad76-e26353c42d27,ffpc,27273,DJ Moore,WR,BUF,fantasycalc_cross_id,approved,2026-07-18
PRC-060c5502-4b20-4e6a-9a7f-06247edb2fa5,ffpc,27307,Mark Andrews,TE,BAL,fantasycalc_cross_id,approved,2026-07-18
PRC-d391bb79-ea7c-424c-8d50-65a0fc1e0404,ffpc,27309,Dallas Goedert,TE,PHI,fantasycalc_cross_id,approved,2026-07-18
PRC-a0d848df-50aa-4585-8bb5-0fcf820fe50f,ffpc,27313,Dalton Schultz,TE,HOU,fantasycalc_cross_id,approved,2026-07-18
PRC-0c338dc2-c34b-4cdf-bd10-24c6d4931195,ffpc,27571,Kyler Murray,QB,MIN,fantasycalc_cross_id,approved,2026-07-18
PRC-c8ddc44e-f26d-4822-926b-9a8fc24fef46,ffpc,27573,Daniel Jones,QB,IND,fantasycalc_cross_id,approved,2026-07-18
PRC-e258ffa5-adcf-4e6d-8ae2-ca350aefb919,ffpc,27580,David Montgomery,RB,HOU,fantasycalc_cross_id,approved,2026-07-18
PRC-3f67b1da-30e3-411f-a17b-cb7d56eb4ed0,ffpc,27583,Josh Jacobs,RB,GB,fantasycalc_cross_id,approved,2026-07-18
PRC-afc82a2a-db25-4e44-9d5a-af468390954b,ffpc,27606,DK Metcalf,WR,PIT,fantasycalc_cross_id,approved,2026-07-18
PRC-a7f9e1b8-40d2-4e6c-aa02-8404394aa609,ffpc,27609,A.J. Brown,WR,NE,fantasycalc_cross_id,approved,2026-07-18
PRC-b5732ece-a11a-455f-8e78-9e2651eb91cf,ffpc,27613,Deebo Samuel,WR,,fantasycalc_cross_id,approved,2026-07-18
PRC-f535daf6-01e8-4c06-a41f-094ec069e954,ffpc,27638,T.J. Hockenson,TE,MIN,fantasycalc_cross_id,approved,2026-07-18
PRC-b88bbe05-c333-49b7-a6f7-c69ab9370369,ffpc,27666,Terry McLaurin,WR,WAS,fantasycalc_cross_id,approved,2026-07-18
PRC-63f47330-f578-47f4-bd51-507ea4d41642,ffpc,27670,Tony Pollard,RB,TEN,fantasycalc_cross_id,approved,2026-07-18
PRC-d355d5b3-c493-4f03-8d8c-3ac72424884a,ffpc,27723,Jakobi Meyers,WR,JAX,fantasycalc_cross_id,approved,2026-07-18
PRC-c93f8db3-ab33-497d-8dbb-1263f726847f,ffpc,27887,Joe Burrow,QB,CIN,fantasycalc_cross_id,approved,2026-07-18
PRC-517072b0-24c1-4358-8c7a-842d1bab89ac,ffpc,27889,Justin Herbert,QB,LAC,fantasycalc_cross_id,approved,2026-07-18
PRC-e33449e5-5739-46bb-90ea-035a83bf424e,ffpc,27890,Jordan Love,QB,GB,fantasycalc_cross_id,approved,2026-07-18
PRC-949dce7a-8ae2-4058-a51e-0f409e4ee211,ffpc,27893,Jalen Hurts,QB,PHI,fantasycalc_cross_id,approved,2026-07-18
PRC-a49cc040-b6ea-4217-ab91-0f2df0d8aa7c,ffpc,27912,D'Andre Swift,RB,CHI,fantasycalc_cross_id,approved,2026-07-18
PRC-8fd99950-d4bd-487c-80fa-ead3c4b8b781,ffpc,27913,Jonathan Taylor,RB,IND,fantasycalc_cross_id,approved,2026-07-18
PRC-5b34ca76-3596-4da3-ad64-10b9e9eb556b,ffpc,27914,J.K. Dobbins,RB,DEN,fantasycalc_cross_id,approved,2026-07-18
PRC-c7bbcd92-ae09-4e69-b9c9-38b106d543e9,ffpc,27921,Chuba Hubbard,RB,CAR,fantasycalc_cross_id,approved,2026-07-18
PRC-69396da1-b167-46c1-b037-228419af1e1e,ffpc,27945,Jerry Jeudy,WR,CLE,fantasycalc_cross_id,approved,2026-07-18
PRC-c46a8b44-a143-4a4f-ba98-a5a051d4dd29,ffpc,27946,CeeDee Lamb,WR,DAL,fantasycalc_cross_id,approved,2026-07-18
PRC-093bc7a1-c4d8-49f9-893b-9cd9881a0381,ffpc,27950,Tee Higgins,WR,CIN,fantasycalc_cross_id,approved,2026-07-18
PRC-cd97fa54-d23c-46e7-a35b-1998a65f0f3e,ffpc,27952,Brandon Aiyuk,WR,SF,fantasycalc_cross_id,approved,2026-07-18
PRC-ac33eee8-345a-4fd5-950f-252c18094b23,ffpc,27953,Justin Jefferson,WR,MIN,fantasycalc_cross_id,approved,2026-07-18
PRC-e8712efe-7676-4efe-8130-3dc34dd0485f,ffpc,27957,Michael Pittman,WR,PIT,fantasycalc_cross_id,approved,2026-07-18
PRC-8c0a48c5-09ba-462b-826f-29fe91462b12,ffpc,27976,Jauan Jennings,WR,MIN,fantasycalc_cross_id,approved,2026-07-18
PRC-22546847-369a-4554-bff0-dda897f2066a,ffpc,27986,Juwan Johnson,TE,NO,fantasycalc_cross_id,approved,2026-07-18
PRC-b3d8e04c-84e4-47e8-96b5-fd2ac7e5809a,ffpc,28106,Rico Dowdle,RB,PIT,fantasycalc_cross_id,approved,2026-07-18
PRC-00b8bd2f-806d-490a-b547-2d5e44f7dc5a,ffpc,28179,Trevor Lawrence,QB,JAX,fantasycalc_cross_id,approved,2026-07-18
PRC-4b2d376e-2d2c-4e73-b1fd-80fb10c14c6d,ffpc,28197,Travis Etienne,RB,NO,fantasycalc_cross_id,approved,2026-07-18
PRC-5cee3348-b784-4e95-a61e-1c7b5e1c8b0e,ffpc,28199,Javonte Williams,RB,DAL,fantasycalc_cross_id,approved,2026-07-18
PRC-34872526-2ed2-4b99-b31f-1cb736d6c5a0,ffpc,28201,Rhamondre Stevenson,RB,NE,fantasycalc_cross_id,approved,2026-07-18
PRC-b141d408-e095-4c20-bdf0-619200a53322,ffpc,28202,Kenneth Gainwell,RB,TB,fantasycalc_cross_id,approved,2026-07-18
PRC-b7cdfa1c-3604-42b9-a89c-adaa2ca1d599,ffpc,28217,Brian Robinson,RB,ATL,fantasycalc_cross_id,approved,2026-07-18
PRC-d2f26482-2d7a-4a8c-83a5-c92219dbae9b,ffpc,28227,Ja'Marr Chase,WR,CIN,fantasycalc_cross_id,approved,2026-07-18
PRC-5d709f28-7680-4643-a156-0799cf8bb0ba,ffpc,28228,Jaylen Waddle,WR,DEN,fantasycalc_cross_id,approved,2026-07-18
PRC-14289f24-ef26-4948-a95f-21e91bc09d04,ffpc,28229,DeVonta Smith,WR,PHI,fantasycalc_cross_id,approved,2026-07-18
PRC-40aac82e-e773-4b6e-b045-a4288547aafc,ffpc,28233,Chris Olave,WR,NO,fantasycalc_cross_id,approved,2026-07-18
PRC-ebc82bc3-b709-4ccd-9272-a4ae4013d82b,ffpc,28234,Amon-Ra St. Brown,WR,DET,fantasycalc_cross_id,approved,2026-07-18
PRC-cb28f54f-1af5-4f22-a8b1-f1a752db2869,ffpc,28236,Nico Collins,WR,HOU,fantasycalc_cross_id,approved,2026-07-18
PRC-5dc1d758-ea44-4fb0-a73b-75e3710e7bee,ffpc,28282,Kyle Pitts,TE,ATL,fantasycalc_cross_id,approved,2026-07-18
PRC-2ecccdba-763b-42c5-8bd0-2d36d20b244f,ffpc,28302,Cade Otton,TE,TB,fantasycalc_cross_id,approved,2026-07-18
PRC-aa33f6c7-17f8-4c38-b96e-a49ec731c56d,ffpc,28429,Brock Purdy,QB,SF,fantasycalc_cross_id,approved,2026-07-18
PRC-f96d76d4-d030-4e8f-95e4-a435de26cd49,ffpc,28441,Malik Willis,QB,MIA,fantasycalc_cross_id,approved,2026-07-18
PRC-a3501442-3f19-47ff-a788-6d4a81b2f7ec,ffpc,28448,Breece Hall,RB,NYJ,fantasycalc_cross_id,approved,2026-07-18
PRC-20ae359a-2499-427e-885a-cdbafcfa7f4a,ffpc,28457,Isiah Pacheco,RB,DET,fantasycalc_cross_id,approved,2026-07-18
PRC-62658d0f-927d-4440-9aac-f8d1fe825de9,ffpc,28458,James Cook,RB,BUF,fantasycalc_cross_id,approved,2026-07-18
PRC-7d4e12c2-b05a-482f-957b-07040a5b3646,ffpc,28462,Jordan Mason,RB,MIN,fantasycalc_cross_id,approved,2026-07-18
PRC-8f77d530-c06b-4a86-a3bc-88a4818ba0ca,ffpc,28465,Kenneth Walker,RB,KC,fantasycalc_cross_id,approved,2026-07-18
PRC-c87164f3-9de2-4e47-a64b-f5e04cdf69b1,ffpc,28467,Kyren Williams,RB,LAR,fantasycalc_cross_id,approved,2026-07-18
PRC-1f4ce1d0-e102-40d0-b197-e77e1272c80d,ffpc,28472,Rachaad White,RB,WAS,fantasycalc_cross_id,approved,2026-07-18
PRC-45e2363f-43df-4acc-93a2-59bc29a239a3,ffpc,28482,Tyler Allgeier,RB,ARI,fantasycalc_cross_id,approved,2026-07-18
PRC-f1651d66-faaf-4908-b172-28f07cf6d14b,ffpc,28489,Alec Pierce,WR,IND,fantasycalc_cross_id,approved,2026-07-18
PRC-7db979d5-dfec-4722-9fc2-a7694b70e174,ffpc,28496,Christian Watson,WR,GB,fantasycalc_cross_id,approved,2026-07-18
PRC-5397d0bc-c069-44d5-afee-2574e9a3c596,ffpc,28501,Drake London,WR,ATL,fantasycalc_cross_id,approved,2026-07-18
PRC-fe4a41de-2794-480e-8bcd-02bce67d853a,ffpc,28504,Garrett Wilson,WR,NYJ,fantasycalc_cross_id,approved,2026-07-18
PRC-ff5afe4a-84e6-4f54-888b-cff365b5fd81,ffpc,28505,George Pickens,WR,DAL,fantasycalc_cross_id,approved,2026-07-18
PRC-767bfe0a-0d5c-47a6-9d93-8b5768e8d26a,ffpc,28508,Jalen Nailor,WR,LV,fantasycalc_cross_id,approved,2026-07-18
PRC-ae9ca9db-01e7-482e-ba21-da6d9c1268c6,ffpc,28510,Jameson Williams,WR,DET,fantasycalc_cross_id,approved,2026-07-18
PRC-8e1bbee2-718f-4217-adbf-b606cf0319b6,ffpc,28521,Khalil Shakir,WR,BUF,fantasycalc_cross_id,approved,2026-07-18
PRC-e14fb1e1-3dc6-4afb-af22-2564c26edc31,ffpc,28527,Romeo Doubs,WR,NE,fantasycalc_cross_id,approved,2026-07-18
PRC-f4834e85-c009-4d16-b8f9-76b35c3ce3e4,ffpc,28540,Wan'Dale Robinson,WR,TEN,fantasycalc_cross_id,approved,2026-07-18
PRC-195d234c-071e-4e37-ad16-387ef9eecddd,ffpc,28543,Chig Okonkwo,TE,WAS,fantasycalc_cross_id,approved,2026-07-18
PRC-f52ae80c-8cad-4303-b913-161dfdebbef7,ffpc,28552,Isaiah Likely,TE,NYG,fantasycalc_cross_id,approved,2026-07-18
PRC-ed710f89-e324-443b-b5b8-63443089ad1e,ffpc,28553,Jake Ferguson,TE,DAL,fantasycalc_cross_id,approved,2026-07-18
PRC-f0b4abe0-fc99-4122-b58a-be87cdc17826,ffpc,28563,Sam LaPorta,TE,DET,fantasycalc_cross_id,approved,2026-07-18
PRC-cc01aa3d-67ed-477d-8337-fe9d3fe1872c,ffpc,28566,Trey McBride,TE,ARI,fantasycalc_cross_id,approved,2026-07-18
PRC-c75ed9ff-bafe-4ac0-b1cc-c41c14c5299d,ffpc,28597,Jaylen Warren,RB,PIT,fantasycalc_cross_id,approved,2026-07-18
PRC-4270f690-068b-4457-8b42-20ae0d913d24,ffpc,28625,Rashid Shaheed,WR,SEA,fantasycalc_cross_id,approved,2026-07-18
PRC-e01c57bc-1567-41bd-b497-2da8e0145c7f,ffpc,28724,Bo Nix,QB,DEN,fantasycalc_cross_id,approved,2026-07-18
PRC-38cd64e1-2251-4103-af82-ea160c59f5f9,ffpc,28728,C.J. Stroud,QB,HOU,fantasycalc_cross_id,approved,2026-07-18
PRC-5c454ee0-80e3-4cf7-a792-fc0929555e87,ffpc,28733,Bryce Young,QB,CAR,fantasycalc_cross_id,approved,2026-07-18
PRC-f3788fd3-0e00-4121-bf5a-ae24a130be72,ffpc,28735,De'Von Achane,RB,MIA,fantasycalc_cross_id,approved,2026-07-18
PRC-d8070058-3007-42e3-9f9d-22b9920d210a,ffpc,28736,Tank Bigsby,RB,PHI,fantasycalc_cross_id,approved,2026-07-18
PRC-a81db1b2-bfa5-4772-a1b2-3f2c2110fe98,ffpc,28737,Chase Brown,RB,CIN,fantasycalc_cross_id,approved,2026-07-18
PRC-c72f20d1-7503-45fd-b879-c465fc8307d7,ffpc,28738,Zach Charbonnet,RB,SEA,fantasycalc_cross_id,approved,2026-07-18
PRC-f826d660-597d-4bc1-9e45-d4414ddfb40b,ffpc,28741,Jahmyr Gibbs,RB,DET,fantasycalc_cross_id,approved,2026-07-18
PRC-ca7121d8-cbb8-4594-b4f6-e05f1ebc3dbe,ffpc,28751,Keaton Mitchell,RB,LAC,fantasycalc_cross_id,approved,2026-07-18
PRC-3049022c-8c89-49d3-81d5-ebe6802b7d6c,ffpc,28755,Bijan Robinson,RB,ATL,fantasycalc_cross_id,approved,2026-07-18
PRC-b5bbb1ff-41a5-4bf1-aef1-459f497cf35c,ffpc,28756,Chris Rodriguez,RB,JAX,fantasycalc_cross_id,approved,2026-07-18
PRC-1c59fcae-0547-44d4-87da-309674b687db,ffpc,28757,Tyjae Spears,RB,TEN,fantasycalc_cross_id,approved,2026-07-18
PRC-90cb91aa-3ee6-45f5-8236-234cc5f0b66d,ffpc,28769,Dalton Kincaid,TE,BUF,fantasycalc_cross_id,approved,2026-07-18
PRC-a682ffd2-d1c4-408b-9d61-9c67b0e45e85,ffpc,28770,Tucker Kraft,TE,GB,fantasycalc_cross_id,approved,2026-07-18
PRC-be3b11fa-4908-4492-959d-382c8bacdb34,ffpc,28779,Brenton Strange,TE,JAX,fantasycalc_cross_id,approved,2026-07-18
PRC-b09f34ab-1104-4dda-961c-399fbba986d1,ffpc,28786,Jordan Addison,WR,MIN,fantasycalc_cross_id,approved,2026-07-18
PRC-be88017b-cc4a-4b37-925d-755cd86b7f6f,ffpc,28796,Tank Dell,WR,HOU,fantasycalc_cross_id,approved,2026-07-18
PRC-8053989d-aa5c-4b28-8d27-139599e85e3f,ffpc,28800,Josh Downs,WR,IND,fantasycalc_cross_id,approved,2026-07-18
PRC-0225330b-67f5-4e53-b16e-76bc216256fc,ffpc,28801,Zay Flowers,WR,BAL,fantasycalc_cross_id,approved,2026-07-18
PRC-fab0cefa-6c31-4fc7-9ddf-f5de37bf6a11,ffpc,28814,Quentin Johnston,WR,LAC,fantasycalc_cross_id,approved,2026-07-18
PRC-f3d93403-c917-45f3-ab38-0c2dac319d98,ffpc,28819,Puka Nacua,WR,LAR,fantasycalc_cross_id,approved,2026-07-18
PRC-2ff32806-dffe-4723-9fc5-84752111db0c,ffpc,28822,Jayden Reed,WR,GB,fantasycalc_cross_id,approved,2026-07-18
PRC-b22b3c04-62e6-4896-9616-a82345bedf2e,ffpc,28824,Rashee Rice,WR,KC,fantasycalc_cross_id,approved,2026-07-18
PRC-a37836d6-2727-4b87-a496-5e72038b7390,ffpc,28828,Jaxon Smith-Njigba,WR,SEA,fantasycalc_cross_id,approved,2026-07-18
PRC-2518283b-e4d6-4bb3-b4ac-5b61877d1cb8,ffpc,28832,Parker Washington,WR,JAX,fantasycalc_cross_id,approved,2026-07-18
PRC-ea05293f-2fc2-4cdc-a1b4-554fed131ce7,ffpc,28836,Michael Wilson,WR,ARI,fantasycalc_cross_id,approved,2026-07-18
PRC-7b578633-c48e-4348-abc0-6cb3a9b1a342,ffpc,29004,Jayden Daniels,QB,WAS,fantasycalc_cross_id,approved,2026-07-18
PRC-82c26459-dac9-4a1b-ae9d-2a2269093890,ffpc,29012,Drake Maye,QB,NE,fantasycalc_cross_id,approved,2026-07-18
PRC-2c0d2abc-9158-4e47-a64e-ea8acb6a49b2,ffpc,29025,Caleb Williams,QB,CHI,fantasycalc_cross_id,approved,2026-07-18
PRC-1f245a3b-2e5f-4b08-a6db-d36559995ec7,ffpc,29026,Trey Benson,RB,ARI,fantasycalc_cross_id,approved,2026-07-18
PRC-8f296818-318c-4799-aa8d-b5163fefb98a,ffpc,29027,Bucky Irving,RB,TB,fantasycalc_cross_id,approved,2026-07-18
PRC-7bbef235-45db-44b1-9528-11643aafee74,ffpc,29028,Blake Corum,RB,LAR,fantasycalc_cross_id,approved,2026-07-18
PRC-1e2671cf-2e65-4559-82fb-92cf4bb2a1fd,ffpc,29029,Jonathon Brooks,RB,CAR,fantasycalc_cross_id,approved,2026-07-18
PRC-e4705f8f-2fe0-415a-bb4d-4e278b939218,ffpc,29032,Braelon Allen,RB,NYJ,fantasycalc_cross_id,approved,2026-07-18
PRC-4b41d37c-f920-4e65-a7ec-6cab62654d49,ffpc,29034,MarShawn Lloyd,RB,GB,fantasycalc_cross_id,approved,2026-07-18
PRC-a97f258b-6560-48de-9fe5-43f61051c0d2,ffpc,29037,Ray Davis,RB,BUF,fantasycalc_cross_id,approved,2026-07-18
PRC-5b92d2e5-14b7-4562-94d3-9762821f1220,ffpc,29041,Kimani Vidal,RB,LAC,fantasycalc_cross_id,approved,2026-07-18
PRC-136b6c34-2e61-4669-a8cf-ba3fe502f06e,ffpc,29065,Marvin Harrison Jr,WR,ARI,fantasycalc_cross_id,approved,2026-07-18
PRC-ce38207d-b361-45c9-b341-97ab036756a6,ffpc,29066,Malik Nabers,WR,NYG,fantasycalc_cross_id,approved,2026-07-18
PRC-25abe7cb-a8ad-4347-b006-2dd86d88ff42,ffpc,29067,Rome Odunze,WR,CHI,fantasycalc_cross_id,approved,2026-07-18
PRC-f66ec069-d1b2-474e-8e7a-30855d98f862,ffpc,29070,Brian Thomas,WR,JAX,fantasycalc_cross_id,approved,2026-07-18
PRC-2b0e9865-c02d-43fe-ad01-8dda6ef4ddeb,ffpc,29072,Adonai Mitchell,WR,NYJ,fantasycalc_cross_id,approved,2026-07-18
PRC-e880b7fa-a612-4235-bb53-df5bb96abf1e,ffpc,29073,Xavier Worthy,WR,KC,fantasycalc_cross_id,approved,2026-07-18
PRC-d82b627e-e9ab-4106-9c45-1279dbb40e86,ffpc,29075,Ladd McConkey,WR,LAC,fantasycalc_cross_id,approved,2026-07-18
PRC-8bbc434e-781b-4074-9ff6-7466f86a3e2f,ffpc,29078,Ricky Pearsall,WR,SF,fantasycalc_cross_id,approved,2026-07-18
PRC-99dab9b0-6d0e-4baf-9683-6254dbf0bf76,ffpc,29081,Jalen McMillan,WR,TB,fantasycalc_cross_id,approved,2026-07-18
PRC-09d68b87-eed8-425f-bd4e-b730bc4b8266,ffpc,29096,Jalen Coker,WR,CAR,fantasycalc_cross_id,approved,2026-07-18
PRC-aafc92d1-2eee-46be-9dc1-ca0cee0e6618,ffpc,29099,Malik Washington,WR,MIA,fantasycalc_cross_id,approved,2026-07-18
PRC-e642cef8-c47a-4d8e-84b9-8b3bf05a2382,ffpc,29115,Isaac TeSlaa,WR,DET,fantasycalc_cross_id,approved,2026-07-18
PRC-589915e2-e3fa-4e4f-bc7f-8b1193360f1d,ffpc,29126,Brock Bowers,TE,LV,fantasycalc_cross_id,approved,2026-07-18
PRC-6b9bf31f-d190-4da4-ab55-55632943a66d,ffpc,29139,AJ Barner,TE,SEA,fantasycalc_cross_id,approved,2026-07-18
PRC-8c4352ae-1bca-4a2a-a8fa-bfa8c4c821cc,ffpc,29161,Tyrone Tracy,RB,NYG,fantasycalc_cross_id,approved,2026-07-18
PRC-dba6e29d-41fa-4396-84ff-9adfa9e714d6,ffpc,29337,Cam Ward,QB,TEN,fantasycalc_cross_id,approved,2026-07-18
PRC-fcf58d5e-1f15-423c-837c-4fe85a65e214,ffpc,29341,Jaxson Dart,QB,NYG,fantasycalc_cross_id,approved,2026-07-18
PRC-dcc0f400-37b3-416f-8b40-1a4afc01ab5c,ffpc,29347,Tyler Shough,QB,NO,fantasycalc_cross_id,approved,2026-07-18
PRC-1a3f719e-db91-4c85-99f6-e6e0b76f0c45,ffpc,29355,Ashton Jeanty,RB,LV,fantasycalc_cross_id,approved,2026-07-18
PRC-c1e2148a-7c8f-41a8-831d-e2ecf44e5f08,ffpc,29356,Omarion Hampton,RB,LAC,fantasycalc_cross_id,approved,2026-07-18
PRC-d14d1cbc-267b-4d1f-b443-eb0345622591,ffpc,29357,TreVeyon Henderson,RB,NE,fantasycalc_cross_id,approved,2026-07-18
PRC-0143ca22-3766-4306-92e6-ea5fd587421f,ffpc,29358,Quinshon Judkins,RB,CLE,fantasycalc_cross_id,approved,2026-07-18
PRC-a33a8bb6-bb16-4a54-8792-2d65e2375327,ffpc,29359,Kaleb Johnson,RB,PIT,fantasycalc_cross_id,approved,2026-07-18
PRC-8ba5ead2-a4b9-481d-b60a-bdbf8bbefc65,ffpc,29360,Cam Skattebo,RB,NYG,fantasycalc_cross_id,approved,2026-07-18
PRC-0e6ee2a2-3ca5-4a81-a1fa-66bc8054e074,ffpc,29361,Woody Marks,RB,HOU,fantasycalc_cross_id,approved,2026-07-18
PRC-d10b046c-2ad3-4876-bf22-5a2425c608be,ffpc,29365,Dylan Sampson,RB,CLE,fantasycalc_cross_id,approved,2026-07-18
PRC-342f0c77-e1f6-402d-a0cf-87377972be4b,ffpc,29367,RJ Harvey,RB,DEN,fantasycalc_cross_id,approved,2026-07-18
